ndc11,rxcui,name,labeler,acqDate,attribution,ingredientsAvailable,rxnavImageObjectId,rxnavImageFileName,rxnavImageSize,nlmImageObjectId,nlmImageFileName,nlmImageSize,shape,size,color,imprint,imprintType,symbol,score,active_ingredients,inactive_ingredients,base_filename,new_filename,split_type,split_side
00591-5440-50,1649988,doxycycline hyclate 100 MG Oral Capsule,"Watson Laboratories, Inc.",12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185670913,00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,710105,168893697,00591-5440-50_NLMIMAGE10_B834DC76.jpg,568471,CAPSULE,22,BLUE,DAN;5440;DAN;5440,PRINTED,False,1,['doxycycline hyclate 100 mg'],"['fd&c blue no. 1', 'gelatin', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide', 'magnesium stearate', 'cellulose, microcrystalline']",00591-5440-50_RXNAVIMAGE10_B834DC76,00591-5440-50_RXNAVIMAGE10_B834DC76_bottom.jpg,vertical,bottom
00591-5440-50,1649988,doxycycline hyclate 100 MG Oral Capsule,"Watson Laboratories, Inc.",12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185670913,00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,710105,168893697,00591-5440-50_NLMIMAGE10_B834DC76.jpg,568471,CAPSULE,22,BLUE,DAN;5440;DAN;5440,PRINTED,False,1,['doxycycline hyclate 100 mg'],"['fd&c blue no. 1', 'gelatin', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide', 'magnesium stearate', 'cellulose, microcrystalline']",00591-5440-50_RXNAVIMAGE10_B834DC76,00591-5440-50_RXNAVIMAGE10_B834DC76_top.jpg,vertical,top
65862-0113-01,199903,Hydrochlorothiazide 12.5 MG Oral Capsule,Aurobindo Pharma Limited,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185670667,65862-0113-01_RXNAVIMAGE10_5D34AE85.jpg,659716,168893451,65862-0113-01_NLMIMAGE10_5D34AE85.jpg,521576,CAPSULE,14,BLUE,D;26,PRINTED,False,1,['hydrochlorothiazide 12.5 mg'],"['silicon dioxide', 'starch, corn', 'lactose monohydrate', 'magnesium stearate', 'gelatin', 'titanium dioxide', 'sodium lauryl sulfate', 'fd&c blue no. 1', 'd&c red no. 28', 'd&c yellow no. 10', 'ferrosoferric oxide', 'shellac']",65862-0113-01_RXNAVIMAGE10_5D34AE85,65862-0113-01_RXNAVIMAGE10_5D34AE85_bottom.jpg,vertical,bottom
65862-0113-01,199903,Hydrochlorothiazide 12.5 MG Oral Capsule,Aurobindo Pharma Limited,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185670667,65862-0113-01_RXNAVIMAGE10_5D34AE85.jpg,659716,168893451,65862-0113-01_NLMIMAGE10_5D34AE85.jpg,521576,CAPSULE,14,BLUE,D;26,PRINTED,False,1,['hydrochlorothiazide 12.5 mg'],"['silicon dioxide', 'starch, corn', 'lactose monohydrate', 'magnesium stearate', 'gelatin', 'titanium dioxide', 'sodium lauryl sulfate', 'fd&c blue no. 1', 'd&c red no. 28', 'd&c yellow no. 10', 'ferrosoferric oxide', 'shellac']",65862-0113-01_RXNAVIMAGE10_5D34AE85,65862-0113-01_RXNAVIMAGE10_5D34AE85_top.jpg,vertical,top
00591-3120-01,284215,Clindamycin 300 MG Oral Capsule,"Watson Laboratories, Inc.",02-01-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185604926,00591-3120-01_RXNAVIMAGE10_F804FC17.jpg,761155,168827710,00591-3120-01_NLMIMAGE10_F804FC17.jpg,619726,CAPSULE,23,PINK,DAN;3120;DAN;3120,PRINTED,False,1,['clindamycin hydrochloride 300 mg'],"['anhydrous lactose', 'magnesium stearate', 'starch, corn', 'talc', 'd&c red no. 28', 'fd&c blue no. 1', 'fd&c red no. 40', 'gelatin', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide']",00591-3120-01_RXNAVIMAGE10_F804FC17,00591-3120-01_RXNAVIMAGE10_F804FC17_bottom.jpg,vertical,bottom
00591-3120-01,284215,Clindamycin 300 MG Oral Capsule,"Watson Laboratories, Inc.",02-01-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185604926,00591-3120-01_RXNAVIMAGE10_F804FC17.jpg,761155,168827710,00591-3120-01_NLMIMAGE10_F804FC17.jpg,619726,CAPSULE,23,PINK,DAN;3120;DAN;3120,PRINTED,False,1,['clindamycin hydrochloride 300 mg'],"['anhydrous lactose', 'magnesium stearate', 'starch, corn', 'talc', 'd&c red no. 28', 'fd&c blue no. 1', 'fd&c red no. 40', 'gelatin', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide']",00591-3120-01_RXNAVIMAGE10_F804FC17,00591-3120-01_RXNAVIMAGE10_F804FC17_top.jpg,vertical,top
00115-0533-01,310289,Fenofibrate 200 MG Oral Capsule,"Global Pharmaceuticals, Division of Impax Laboratories Inc.",02-14-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185606066,00115-0533-01_RXNAVIMAGE10_9405CA2E.jpg,683127,168828850,00115-0533-01_NLMIMAGE10_9405CA2E.jpg,541048,CAPSULE,19,ORANGE,G;0533;G;0533,PRINTED,False,1,['fenofibrate 200 mg'],"['croscarmellose sodium', 'hypromelloses', 'magnesium stearate', 'cellulose, microcrystalline', 'sodium lauryl sulfate']",00115-0533-01_RXNAVIMAGE10_9405CA2E,00115-0533-01_RXNAVIMAGE10_9405CA2E_bottom.jpg,vertical,bottom
00115-0533-01,310289,Fenofibrate 200 MG Oral Capsule,"Global Pharmaceuticals, Division of Impax Laboratories Inc.",02-14-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185606066,00115-0533-01_RXNAVIMAGE10_9405CA2E.jpg,683127,168828850,00115-0533-01_NLMIMAGE10_9405CA2E.jpg,541048,CAPSULE,19,ORANGE,G;0533;G;0533,PRINTED,False,1,['fenofibrate 200 mg'],"['croscarmellose sodium', 'hypromelloses', 'magnesium stearate', 'cellulose, microcrystalline', 'sodium lauryl sulfate']",00115-0533-01_RXNAVIMAGE10_9405CA2E,00115-0533-01_RXNAVIMAGE10_9405CA2E_top.jpg,vertical,top
65862-0193-99,310385,Fluoxetine 20 MG Oral Capsule,Aurobindo Pharma Limited,05-11-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185617997,65862-0193-99_RXNAVIMAGE10_E40E7213.jpg,607489,168840781,65862-0193-99_NLMIMAGE10_E40E7213.jpg,471791,CAPSULE,16,"GREEN, WHITE",E;91,PRINTED,False,1,['fluoxetine hydrochloride 20 mg'],"['starch, corn', 'silicon dioxide', 'fd&c blue no. 1', 'ferric oxide yellow', 'titanium dioxide', 'sodium lauryl sulfate', 'gelatin', 'ferrosoferric oxide', 'shellac']",65862-0193-99_RXNAVIMAGE10_E40E7213,65862-0193-99_RXNAVIMAGE10_E40E7213_bottom.jpg,vertical,bottom
65862-0193-99,310385,Fluoxetine 20 MG Oral Capsule,Aurobindo Pharma Limited,05-11-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185617997,65862-0193-99_RXNAVIMAGE10_E40E7213.jpg,607489,168840781,65862-0193-99_NLMIMAGE10_E40E7213.jpg,471791,CAPSULE,16,"GREEN, WHITE",E;91,PRINTED,False,1,['fluoxetine hydrochloride 20 mg'],"['starch, corn', 'silicon dioxide', 'fd&c blue no. 1', 'ferric oxide yellow', 'titanium dioxide', 'sodium lauryl sulfate', 'gelatin', 'ferrosoferric oxide', 'shellac']",65862-0193-99_RXNAVIMAGE10_E40E7213,65862-0193-99_RXNAVIMAGE10_E40E7213_top.jpg,vertical,top
